Repo,Link,Archived,Creation Date,Topics,#Star,#Watch,#Fork,#Releases,#Contributors,Languages,Size,#Open Issues,#Pull Requests,#Branches,#Tags,#Commits,#Comments,#Downloads,#Deployments,
Ascend/ModelZoo-PyTorch,https://github.com/Ascend/ModelZoo-PyTorch,FALSE,4/20/2022 4:11,[],7,6,5,0,211,Python,54529,2,1,2,4,3015,0,0,0,
ohke/how-to-construct-mlops-with-amazon-sagemaker,https://github.com/ohke/how-to-construct-mlops-with-amazon-sagemaker,FALSE,3/20/2022 14:08,"['amazon-sagemaker', 'aws', 'python']",23,1,1,0,1,Python,595,0,0,1,0,49,0,0,0,
aws-samples/amazon-sagemaker-endpoint-deployment-of-fastai-model-with-torchserve,https://github.com/aws-samples/amazon-sagemaker-endpoint-deployment-of-fastai-model-with-torchserve,FALSE,10/28/2020 23:47,"['fastai', 'torchserve', 'sagemaker-deployment', 'deep-learning', 'self-driving-car', 'artificial-intelligence', 'pytorch']",65,8,9,0,2,Jupyter Notebook,504,1,0,1,4,33,0,0,0,
mlcommons/dynabench,https://github.com/mlcommons/dynabench,FALSE,5/11/2022 16:11,[],6,3,7,0,20,Python,35826,18,2,126,0,273,0,0,0,
austinlasseter/blazing-text-dbpedia,https://github.com/austinlasseter/blazing-text-dbpedia,FALSE,8/6/2020 18:23,[],7,1,2,0,1,Jupyter Notebook,63,0,0,1,0,15,0,0,0,
whn09/yolov5_sagemaker,https://github.com/whn09/yolov5_sagemaker,FALSE,5/31/2021 4:24,[],7,2,5,0,1,Jupyter Notebook,35550,4,0,1,0,31,0,0,0,
rumiio/sagemaker-rec-engine-demo,https://github.com/rumiio/sagemaker-rec-engine-demo,FALSE,5/11/2019 23:40,[],7,1,3,0,1,Jupyter Notebook,1035,0,0,1,0,26,0,0,0,
yansonz/2018-handson-data-02,https://github.com/yansonz/2018-handson-data-02,FALSE,9/7/2018 12:35,[],5,3,5,0,1,Jupyter Notebook,7059,0,0,1,0,32,0,0,0,
xtreamsrl/amld22-mlops-on-aws,https://github.com/xtreamsrl/amld22-mlops-on-aws,FALSE,3/25/2022 23:18,"['aws', 'mlops', 'machine-learning']",8,5,6,0,2,Jupyter Notebook,29914,0,0,1,0,3,0,0,0,
AIdeaLab/wav2vec2_docker,https://github.com/AIdeaLab/wav2vec2_docker,FALSE,3/22/2021 7:00,[],6,4,2,0,1,Jupyter Notebook,24,0,0,2,0,5,0,0,0,
aws-samples/amazon-sagemaker-notebook-instance-lifecycle-config-samples,https://github.com/aws-samples/amazon-sagemaker-notebook-instance-lifecycle-config-samples,FALSE,5/21/2019 18:39,[],331,21,212,0,24,Shell,85,37,10,2,0,108,0,0,0,
shreyagopal/Cloud-based-PE-Malware-Detection-API,https://github.com/shreyagopal/Cloud-based-PE-Malware-Detection-API,FALSE,4/29/2020 2:29,[],6,1,3,0,1,Jupyter Notebook,18363,1,0,1,0,25,0,0,0,
aosama16/Udacity-Deep-Learning-Nanodegree,https://github.com/aosama16/Udacity-Deep-Learning-Nanodegree,FALSE,5/31/2020 20:55,"['deep-learning', 'nueral-networks', 'convolutional-neural-networks', 'autoencoder', 'recurrent-neural-networks', 'long-short-term-memory', 'generative-adversarial-network', 'sagemaker-deployment', 'pytorch', 'jupyter-notebook']",13,1,11,0,1,HTML,17320,1,0,1,0,13,0,0,0,
aws/sagemaker-spark-container,https://github.com/aws/sagemaker-spark-container,FALSE,5/20/2020 16:30,[],23,7,56,15,9,Python,331,22,7,14,18,31,0,0,0,
aws-samples/amazon-lex-support-bot,https://github.com/aws-samples/amazon-lex-support-bot,FALSE,7/13/2020 18:51,[],13,8,9,0,1,JavaScript,4171,1,1,1,0,6,0,0,0,
Greenstand/treetracker-machine-learning,https://github.com/Greenstand/treetracker-machine-learning,FALSE,11/26/2019 15:53,"['computer-vision', 'data-science', 'machine-learning', 'python']",9,7,7,0,7,Jupyter Notebook,368766,5,4,11,0,157,1,0,0,
BloomTech-Labs/tally-ai-ds,https://github.com/BloomTech-Labs/tally-ai-ds,FALSE,12/11/2019 19:42,"['django-rest-framework', 'django', 'python3', 'labspt11']",9,7,4,0,9,Jupyter Notebook,13489,12,12,14,0,97,0,0,0,
aws-samples/amazon-sagemaker-experiments-dvc-demo,https://github.com/aws-samples/amazon-sagemaker-experiments-dvc-demo,FALSE,2/17/2022 9:11,"['data-version-control', 'docker', 'dvc', 'dvc-for-data-science', 'sagemaker', 'sagemaker-example', 'sagemaker-processing', 'sagemaker-studio', 'sagemaker-training', 'catboost', 'catboost-model']",8,4,0,0,3,Jupyter Notebook,1205,0,0,2,0,53,0,0,0,
eric-haibin-lin/reinvent19-gluonnlp,https://github.com/eric-haibin-lin/reinvent19-gluonnlp,FALSE,9/30/2019 4:33,[],9,2,2,0,2,Jupyter Notebook,360,0,0,1,0,34,0,0,0,
arunprsh/no-code-low-code,https://github.com/arunprsh/no-code-low-code,FALSE,5/27/2021 17:21,[],18,3,11,0,2,Jupyter Notebook,332375,2,0,1,0,220,0,0,0,
aws-samples/sagemaker-distributed-training-workshop,https://github.com/aws-samples/sagemaker-distributed-training-workshop,FALSE,8/16/2022 21:47,"['aws', 'dataparallelism', 'deep-learning', 'modelparallelism', 'sagemaker-training']",17,1,5,0,4,Python,5712,0,0,1,0,101,0,0,0,
pranaychandekar/keras-sagemaker-train,https://github.com/pranaychandekar/keras-sagemaker-train,FALSE,6/7/2019 2:31,"['amazon-sagemaker', 'gpu', 'keras-sagemaker-train', 'machine-learning', 'neural-networks', 'keras']",7,1,1,0,2,Jupyter Notebook,5402,1,1,2,0,47,0,0,0,
dylan-tong-aws/snowflake-sagemaker-workshops,https://github.com/dylan-tong-aws/snowflake-sagemaker-workshops,FALSE,6/11/2021 2:58,[],8,2,11,0,2,Jupyter Notebook,10790,2,0,2,0,25,0,0,0,
fastai/course-v3,https://github.com/fastai/course-v3,FALSE,10/11/2018 19:41,"['data-science', 'fastai', 'deep-learning', 'pytorch', 'machine-learning', 'machine-learning-courses', 'mooc']",4840,233,3647,0,186,Jupyter Notebook,269421,48,5,9,0,878,12,0,668,
danromuald/aws-ml-demos,https://github.com/danromuald/aws-ml-demos,FALSE,5/28/2018 13:51,[],13,3,3,0,0,Jupyter Notebook,6803,0,0,1,0,4,0,0,0,
treeverse/lakeFS,https://github.com/treeverse/lakeFS,FALSE,9/12/2019 11:46,"['data-engineering', 'data-versioning', 'go', 'object-storage', 'data-lake', 'aws-s3', 'data-quality', 'azure-blob-storage', 'google-cloud-storage', 'golang', 'git-for-data', 'lakefs', 'apache-spark', 'apache-sparksql', 'hadoop-filesystem', 'datalake', 'datalakes', 'data-version-control', 'azure-storage']",2911,38,254,95,69,Go,81345,461,20,470,117,3576,10,0,2489,
aws-samples/amazon-sagemaker-protein-classification,https://github.com/aws-samples/amazon-sagemaker-protein-classification,FALSE,1/1/2021 2:31,"['protein-sequences', 'protien-classification', 'proteins', 'amazon-sagemaker-studio', 'amazon-sagemaker', 'protbert-model', 'bert-models', 'sagemaker-distributed-data-parallel', 'distributed-training']",28,23,18,0,3,Jupyter Notebook,109,0,0,1,0,17,0,0,0,
aws-samples/sagemaker-distributed-training-digital-pathology-images,https://github.com/aws-samples/sagemaker-distributed-training-digital-pathology-images,FALSE,3/30/2021 5:54,"['sagemaker', 'distributed-training', 'digital-pathology', 'horovod']",7,10,4,0,3,Jupyter Notebook,286,1,0,1,0,5,0,0,0,
timsetsfire/odsc-ml-drum,https://github.com/timsetsfire/odsc-ml-drum,FALSE,10/19/2020 15:28,[],10,3,13,0,2,Jupyter Notebook,85754,0,0,2,0,121,1,0,0,
aws-samples/mlops-e2e,https://github.com/aws-samples/mlops-e2e,FALSE,8/10/2021 22:53,"['mlops', 'aws-sagemaker', 'aws-cdk', 'aws-codepipeline']",16,3,16,0,3,TypeScript,4394,0,0,1,0,31,0,0,0,
PacktPublishing/Learn-Amazon-SageMaker,https://github.com/PacktPublishing/Learn-Amazon-SageMaker,FALSE,4/22/2020 14:55,[],99,10,90,0,5,Jupyter Notebook,47371,8,0,1,0,213,0,0,0,
xzy0223/sagemaker-example,https://github.com/xzy0223/sagemaker-example,FALSE,4/21/2020 12:49,[],7,6,0,0,1,Jupyter Notebook,24296,0,0,1,0,11,0,0,0,
mariokostelac/sagemaker-knockout,https://github.com/mariokostelac/sagemaker-knockout,FALSE,8/17/2019 20:16,[],7,1,2,0,3,Python,31,3,0,1,0,25,0,0,0,
keyonvafa/sequential-rationales,https://github.com/keyonvafa/sequential-rationales,FALSE,8/28/2021 21:54,[],32,3,2,0,1,Python,16947,0,0,1,0,43,0,0,0,
aws-samples/smart-cooler,https://github.com/aws-samples/smart-cooler,FALSE,7/8/2020 5:47,[],24,3,5,0,3,Jupyter Notebook,10107,2,2,6,0,26,0,0,0,
aws/amazon-finspace-examples,https://github.com/aws/amazon-finspace-examples,FALSE,1/7/2021 1:02,"['finspace', 'timeseries-analysis', 'data-science', 'data-versioning', 'aws', 'examples']",13,3,26,0,4,Jupyter Notebook,649,3,3,4,0,98,0,0,0,
sunilmallya/timeseries,https://github.com/sunilmallya/timeseries,FALSE,1/28/2018 5:22,[],96,12,37,0,1,Jupyter Notebook,34466,1,1,1,0,7,0,0,0,
sengstacken/cuad-demo,https://github.com/sengstacken/cuad-demo,FALSE,6/4/2021 16:50,[],4,2,1,0,1,Jupyter Notebook,1695,0,0,1,0,8,0,0,0,
stmayne/sagemaker-studio-nba,https://github.com/stmayne/sagemaker-studio-nba,FALSE,9/29/2020 17:50,[],6,1,2,0,1,Jupyter Notebook,3560,0,0,1,0,4,0,0,0,
PacktPublishing/Machine-Learning-Engineering-with-Python,https://github.com/PacktPublishing/Machine-Learning-Engineering-with-Python,FALSE,1/15/2021 9:03,[],98,6,64,0,5,Jupyter Notebook,28774,4,3,2,0,137,0,0,0,
aws-samples/lookout-for-equipment-demo,https://github.com/aws-samples/lookout-for-equipment-demo,FALSE,2/5/2021 8:25,[],19,24,26,0,7,Jupyter Notebook,58071,4,0,1,0,43,0,0,0,
tam159/mlops,https://github.com/tam159/mlops,FALSE,7/24/2021 8:53,[],7,1,6,0,1,Python,2461,0,0,1,0,30,0,0,0,
aws-samples/amazon-sagemaker-knn-search,https://github.com/aws-samples/amazon-sagemaker-knn-search,FALSE,11/11/2020 15:20,[],7,1,6,0,4,Jupyter Notebook,30,0,0,1,0,8,0,0,0,
deep-spin/infinite-former,https://github.com/deep-spin/infinite-former,FALSE,3/1/2022 10:49,[],17,4,0,0,1,Python,6692,7,7,9,0,5,0,0,0,
philschmid/huggingface-sagemaker-workshop-series,https://github.com/philschmid/huggingface-sagemaker-workshop-series,FALSE,10/12/2021 11:14,[],145,8,41,0,3,Jupyter Notebook,3619,0,0,2,0,50,0,0,0,
MacHu-GWU/troposphere_mate-project,https://github.com/MacHu-GWU/troposphere_mate-project,FALSE,7/7/2019 15:09,[],9,1,2,0,1,Python,981,1,0,1,0,90,2,0,0,
aws-samples/greengrass-v2-sagemaker-edge-manager-python,https://github.com/aws-samples/greengrass-v2-sagemaker-edge-manager-python,FALSE,2/3/2021 17:15,[],19,7,9,0,5,Shell,4533,2,2,5,0,27,0,0,0,
aws-samples/kogpt2-sagemaker,https://github.com/aws-samples/kogpt2-sagemaker,FALSE,4/6/2020 23:57,[],24,11,6,0,3,Jupyter Notebook,197,2,0,1,0,8,0,0,0,
honghanhh/coursera-practical-data-science-specialization,https://github.com/honghanhh/coursera-practical-data-science-specialization,FALSE,9/11/2021 8:16,"['data-science', 'bert', 'mlops', 'abtesting', 'model-deployment', 'data-labeling', 'automl', 'statistical-data', 'bias-detection', 'aws-sagemaker', 'pandas', 'matplotlib']",23,2,22,0,1,Jupyter Notebook,31137,2,0,1,0,12,0,0,0,
awslabs/sagemaker-explaining-credit-decisions,https://github.com/awslabs/sagemaker-explaining-credit-decisions,FALSE,4/2/2020 22:54,"['explainable-ai', 'explainable-ml', 'explainability', 'credit-scoring', 'loan-prediction-analysis', 'financial-analysis', 'machinelearning', 'shapley', 'sagemaker', 'aws-sagemaker']",85,11,25,0,3,Python,2901,6,0,1,0,36,0,0,0,
skrinak/recommendationEngine,https://github.com/skrinak/recommendationEngine,FALSE,1/21/2019 3:30,[],41,6,20,0,4,Jupyter Notebook,7333,2,2,2,0,48,0,0,0,
bsnively/AIM357-2019-ETL-and-ML-Workshop,https://github.com/bsnively/AIM357-2019-ETL-and-ML-Workshop,FALSE,10/30/2019 20:37,[],5,2,3,0,2,Jupyter Notebook,6488,1,1,2,0,87,0,0,0,
aws-samples/aws-batch-architecture-for-alphafold,https://github.com/aws-samples/aws-batch-architecture-for-alphafold,TRUE,2/24/2022 16:03,[],37,3,9,3,3,Python,6970,3,1,1,3,416,0,0,0,
PacktPublishing/Mastering-Machine-Learning-on-AWS,https://github.com/PacktPublishing/Mastering-Machine-Learning-on-AWS,FALSE,5/15/2019 12:55,[],32,6,39,0,4,Jupyter Notebook,1995,1,0,1,0,16,0,0,0,
aws-samples/amazon-sagemaker-automatic-speech-recognition,https://github.com/aws-samples/amazon-sagemaker-automatic-speech-recognition,FALSE,3/26/2021 15:20,[],6,4,8,0,2,Jupyter Notebook,156,0,0,1,0,17,0,0,0,
tm1611/Machine-Learning-Engineer-Nanodegree,https://github.com/tm1611/Machine-Learning-Engineer-Nanodegree,FALSE,7/1/2019 19:01,[],64,1,33,0,1,HTML,50633,0,0,1,0,44,0,0,0,
kanyesthaker/qgqa-flashcards,https://github.com/kanyesthaker/qgqa-flashcards,FALSE,7/24/2021 18:47,[],66,1,5,0,2,JavaScript,36145,0,0,3,0,161,0,0,0,
victor369basu/SagemakerHuggingfaceDashboard,https://github.com/victor369basu/SagemakerHuggingfaceDashboard,FALSE,5/24/2022 9:37,"['aws', 'business-analytics', 'business-intelligence', 'dashboard', 'huggingface', 'huggingface-transformers', 'machine-learning', 'quicksight', 'quicksight-dashboard', 'sagemaker', 'sagemaker-deployment', 'transformer', 'dataset', 'deep-learning', 'pytorch']",8,1,1,0,1,Jupyter Notebook,1822,0,0,1,0,3,0,0,0,
developers-cosmos/DeployMachineLearningModels,https://github.com/developers-cosmos/DeployMachineLearningModels,FALSE,6/12/2020 18:22,"['cloud-computing', 'machine-learning', 'deployment', 'aws', 'gcp', 'azure', 'heroku-deployment', 'docker', 'azure-app-service', 'sagemaker', 'chef-cookbook', 'configuration-management', 'github-actions', 'dockerfile', 'devops']",15,1,13,0,3,JavaScript,6446,2,2,3,0,24,0,0,0,
aws-controllers-k8s/sagemaker-controller,https://github.com/aws-controllers-k8s/sagemaker-controller,FALSE,1/28/2021 3:10,[],14,6,25,17,18,Python,1793,3,3,22,17,161,0,0,0,
RobertFehrmann/SagemakerSnowflakeConnectivity,https://github.com/RobertFehrmann/SagemakerSnowflakeConnectivity,FALSE,3/12/2018 18:23,[],7,3,15,0,1,Jupyter Notebook,21,0,0,1,0,7,0,0,0,
aws-samples/aws-lambda-docker-serverless-inference,https://github.com/aws-samples/aws-lambda-docker-serverless-inference,FALSE,2/2/2021 11:21,"['aws-lambda', 'aws', 'machine-learning', 'serverless', 'xgboost', 'tensor-flow', 'tensorflow-java', 'djl', 'deep-java-library', 'tensorflow', 'pytorch', 'serverless-application-model', 'sagemaker', 'pytorch-models', 'inference', 'java', 'docker', 'scikit-learn', 'huggingface', 'huggingface-transformers']",74,4,14,0,6,Jupyter Notebook,80794,0,0,1,0,124,0,0,0,
eswar3/sentiment-analysis-sagemaker-deployment,https://github.com/eswar3/sentiment-analysis-sagemaker-deployment,FALSE,2/17/2019 1:22,"['deep-neural-networks', 'pytorch', 'sagemaker-deployment', 'pytorch-implmention']",7,1,19,0,1,Jupyter Notebook,54,0,0,2,0,9,0,0,0,
satellogic/iquaflow,https://github.com/satellogic/iquaflow,FALSE,2/8/2022 12:11,[],27,7,3,2,5,Python,8194,1,0,3,2,163,0,0,0,
samir-souza/laboratory,https://github.com/samir-souza/laboratory,FALSE,8/2/2018 21:57,[],13,1,3,0,1,Jupyter Notebook,9691,0,0,1,0,84,0,0,0,
DeepSE/SageMakerActions,https://github.com/DeepSE/SageMakerActions,FALSE,6/20/2020 22:03,[],32,7,17,0,3,Python,123,11,10,54,0,110,0,0,0,
data-science-on-aws/deep-fake-detection-challenge,https://github.com/data-science-on-aws/deep-fake-detection-challenge,FALSE,12/23/2019 16:34,[],23,4,21,0,2,Jupyter Notebook,17761,0,0,1,0,167,0,0,0,
aws-samples/aws-marketplace-machine-learning,https://github.com/aws-samples/aws-marketplace-machine-learning,FALSE,9/29/2020 16:17,[],7,1,9,0,4,Jupyter Notebook,27444,1,1,1,0,28,0,0,0,
d2l-ai/d2l-book,https://github.com/d2l-ai/d2l-book,FALSE,4/19/2019 22:15,[],144,8,76,2,10,Python,1724,14,2,9,2,476,7,0,0,
awshlabs/Jan2020-NLPLab,https://github.com/awshlabs/Jan2020-NLPLab,FALSE,1/16/2020 19:05,[],6,2,2,0,2,Jupyter Notebook,1946,0,0,1,0,8,0,0,0,
aws/amazon-braket-containers,https://github.com/aws/amazon-braket-containers,FALSE,6/7/2021 20:18,[],6,16,7,0,7,Python,103,1,1,11,0,43,0,0,0,
huggingface/accelerate,https://github.com/huggingface/accelerate,FALSE,10/30/2020 13:27,[],3109,59,250,20,67,Python,1703,40,6,16,21,539,3,0,0,
ccweaver1/bsi_vision,https://github.com/ccweaver1/bsi_vision,FALSE,8/23/2018 15:30,[],17,2,3,0,1,Jupyter Notebook,56034,22,19,20,0,18,0,0,0,
huggingface/transformers,https://github.com/huggingface/transformers,FALSE,10/29/2018 13:56,"['nlp', 'natural-language-processing', 'pytorch', 'language-model', 'tensorflow', 'bert', 'language-models', 'pytorch-transformers', 'nlp-library', 'transformer', 'model-hub', 'pretrained-models', 'jax', 'flax', 'seq2seq', 'speech-recognition', 'hacktoberfest', 'python', 'machine-learning', 'deep-learning']",73069,860,16690,104,438,Python,108919,546,142,137,112,11164,285,0,0,
yuyasugano/terraform-sagemaker-sample-1,https://github.com/yuyasugano/terraform-sagemaker-sample-1,FALSE,1/16/2020 12:07,[],10,1,12,0,1,Jupyter Notebook,12,0,0,1,0,1,0,0,0,
altescy/metamaker,https://github.com/altescy/metamaker,FALSE,11/5/2021 12:25,"['machine-learning', 'python', 'sagemaker', 'poetry', 'fastapi']",5,2,0,1,2,Python,367,5,3,4,1,58,0,0,0,
aws-samples/amazon-sagemaker-audio-classification-pytorch,https://github.com/aws-samples/amazon-sagemaker-audio-classification-pytorch,FALSE,8/24/2020 8:16,[],9,6,8,0,2,Jupyter Notebook,15,0,0,1,0,10,0,0,0,
aws-samples/amazon-sagemaker-ab-testing-pipeline,https://github.com/aws-samples/amazon-sagemaker-ab-testing-pipeline,FALSE,4/8/2021 6:28,"['sagemaker', 'a-b-testing', 'machine-learning']",29,20,10,0,2,Python,2715,3,0,2,0,25,0,0,0,
haythemtellili/amazon-sagemaker-cicd,https://github.com/haythemtellili/amazon-sagemaker-cicd,FALSE,2/16/2022 16:18,"['machine-learning', 'mlops', 'sagemaker']",8,1,8,0,1,Python,25,0,0,2,0,16,4,0,0,
aws-john/sagemaker-churn,https://github.com/aws-john/sagemaker-churn,FALSE,1/3/2020 8:05,[],43,6,88,0,1,Jupyter Notebook,34,0,0,1,0,10,0,0,0,
MrinmoiHossain/Udacity-Deep-Learning-Nanodegree,https://github.com/MrinmoiHossain/Udacity-Deep-Learning-Nanodegree,FALSE,10/12/2019 10:28,"['deep-learning', 'neural-network', 'convolutional-neural-networks', 'recurrent-neural-networks', 'generative-adversarial-network', 'long-short-term-memory-models', 'pytorch', 'nlp', 'transfer-learning', 'convolutional-networks', 'sentiment-analysis', 'nanodegree', 'rnn', 'udacity', 'udacity-nanodegree', 'style-transfer', 'gans', 'lstms', 'machine-learning']",47,4,25,0,1,Jupyter Notebook,422877,5,5,6,0,114,0,0,0,
sayemimtiaz/kaggle-notebooks,https://github.com/sayemimtiaz/kaggle-notebooks,FALSE,9/17/2021 17:15,[],6,2,5,0,0,Jupyter Notebook,1005238,0,0,1,0,2,0,0,0,
philschmid/knowledge-distillation-transformers-pytorch-sagemaker,https://github.com/philschmid/knowledge-distillation-transformers-pytorch-sagemaker,FALSE,1/31/2022 9:31,[],10,1,5,0,1,Jupyter Notebook,665,1,0,1,0,14,0,0,0,
syalanuj/youtube,https://github.com/syalanuj/youtube,FALSE,2/13/2021 15:27,[],5,2,10,0,1,Jupyter Notebook,27796,0,0,1,0,35,0,0,0,
gonsoomoon-ml/Forecast,https://github.com/gonsoomoon-ml/Forecast,FALSE,3/10/2020 2:57,[],5,1,4,0,1,Jupyter Notebook,51873,0,0,1,0,66,0,0,0,
aws-samples/sm-data-wrangler-mlops-workflows,https://github.com/aws-samples/sm-data-wrangler-mlops-workflows,FALSE,7/9/2022 18:14,"['data-preparation', 'machine-learning', 'mlops']",10,1,2,1,4,Jupyter Notebook,2094,0,0,1,1,10,0,0,0,
nenetto/pymake,https://github.com/nenetto/pymake,FALSE,3/13/2018 12:54,[],5,3,3,0,3,Python,227,0,0,2,8,136,0,0,0,
SeldonIO/seldon-core,https://github.com/SeldonIO/seldon-core,FALSE,12/20/2017 14:51,"['kubernetes', 'machine-learning', 'deployment', 'serving', 'mlops', 'aiops', 'machine-learning-operations', 'production-machine-learning']",3424,77,716,49,147,HTML,220491,161,13,295,93,7171,20,0,6455,
Ishitori/MXNetWorkshopHongKong,https://github.com/Ishitori/MXNetWorkshopHongKong,FALSE,12/4/2018 18:18,[],5,5,14,0,3,Jupyter Notebook,93587,0,0,1,0,44,0,0,0,
aws-samples/ml-lineage-helper,https://github.com/aws-samples/ml-lineage-helper,FALSE,9/27/2021 19:20,"['machine-learning', 'ml-lineage', 'feature-lineage', 'ml-lineage-tracking', 'sagemaker']",11,17,1,0,1,Python,133,0,0,1,0,10,0,0,0,
aws-samples/covid19-simulation,https://github.com/aws-samples/covid19-simulation,FALSE,7/20/2020 12:26,[],23,3,12,0,3,Python,6716,1,1,2,0,10,0,0,0,
garretthoffman/deploying_data_science_apps,https://github.com/garretthoffman/deploying_data_science_apps,FALSE,6/28/2019 14:21,"['data-science', 'deployment', 'airflow', 'kubernetes', 'slides', 'tutorial']",9,2,6,0,1,Jupyter Notebook,108345,27,27,28,0,1,0,0,0,
corvuslee/public,https://github.com/corvuslee/public,FALSE,12/3/2019 5:42,[],5,3,1,0,1,Jupyter Notebook,28792,0,0,2,0,162,0,0,0,
aws/sagemaker-training-toolkit,https://github.com/aws/sagemaker-training-toolkit,FALSE,10/2/2019 20:54,"['aws', 'sagemaker', 'training', 'docker', 'python', 'machine-learning', 'deep-learning']",320,38,82,55,37,Python,893,37,6,1,124,398,0,0,0,
TonyMarkham/LocalDeepRacerUbuntuInstallation,https://github.com/TonyMarkham/LocalDeepRacerUbuntuInstallation,FALSE,8/10/2019 18:15,[],8,2,4,0,2,Python,4540,0,0,1,0,64,0,0,0,
awslabs/genomics-tertiary-analysis-and-machine-learning-using-amazon-sagemaker,https://github.com/awslabs/genomics-tertiary-analysis-and-machine-learning-using-amazon-sagemaker,FALSE,2/14/2020 19:46,[],10,5,6,0,1,Python,62,0,0,1,0,3,0,0,0,
gitskim/AQA_SageMaker,https://github.com/gitskim/AQA_SageMaker,FALSE,8/10/2021 5:37,[],6,2,0,0,2,Python,94,0,0,1,0,26,8,0,0,
astronomer/astronomer-providers,https://github.com/astronomer/astronomer-providers,FALSE,7/23/2021 20:02,"['python', 'apache-airflow', 'airflow', 'workflow', 'airflow-operators', 'airflow-providers']",86,32,22,15,18,Python,1602,98,9,47,19,414,2,0,0,
awslabs/sagemaker-debugger,https://github.com/awslabs/sagemaker-debugger,FALSE,11/18/2019 22:12,"['machine-learning', 'deep-learning', 'debugging', 'sagemaker', 'aws', 'amazon']",134,24,78,34,35,Python,12858,86,28,172,45,790,1,0,0,
jackie930/steward-sentiment-anlysis-bot,https://github.com/jackie930/steward-sentiment-anlysis-bot,FALSE,9/29/2020 3:31, 'udacity-nanodegree', 'data-science']",5,1,0,0,1,Jupyter Notebook,2360,0,0,1,0,13,0,0,0
aws-samples/aws-samples-for-ray,https://github.com/aws-samples/aws-samples-for-ray,FALSE,7/13/2022 21:19,[],17,18,2,0,2,Python,5479,1,0,1,0,59,0,0,0,
jirvingphd/fsds_pt_100719_cohort_notes,https://github.com/jirvingphd/fsds_pt_100719_cohort_notes,FALSE,10/28/2019 20:50,[],5,1,17,0,1,Jupyter Notebook,335945,0,0,1,0,103,0,0,0,
amazon-research/fact-check-summarization,https://github.com/amazon-science/fact-check-summarization,FALSE,2/16/2021 16:47,[],57,2,15,0,2,Python,2977,1,0,1,0,7,0,0,0,
Pondorasti/makeschool,https://github.com/Pondorasti/makeschool,FALSE,7/18/2021 16:12,['makeschool'],21,4,6,0,4,Jupyter Notebook,672950,5,0,2,0,96,50,0,169,
aws-samples/reinvent2019-aim362-sagemaker-debugger-model-monitor,https://github.com/aws-samples/reinvent2019-aim362-sagemaker-debugger-model-monitor,FALSE,11/25/2019 21:25,[],121,9,99,0,2,Jupyter Notebook,1425,9,8,1,0,13,0,0,0,
Pocket/data-flows,https://github.com/Pocket/data-flows,FALSE,11/24/2021 17:23,"['cdktf', 'prefect']",22,10,2,0,7,Python,1087,11,11,23,0,214,0,0,0,
aws-deepracer/aws-deepracer-workshops,https://github.com/aws-deepracer/aws-deepracer-workshops,FALSE,11/23/2018 20:27,[],1138,95,676,0,25,Jupyter Notebook,333219,31,18,5,0,368,0,0,0,
nahidalam/blog,https://github.com/nahidalam/blog,FALSE,7/11/2020 19:49,[],8,2,3,0,1,Jupyter Notebook,7561,2,1,2,0,5,0,0,0,
aws-samples/sagemaker-studio-sparkmagic-lib,https://github.com/aws-samples/sagemaker-studio-sparkmagic-lib,FALSE,12/18/2020 23:52,[],7,11,8,0,5,Python,40,0,0,1,0,13,0,0,0,
prateeksawhney97/Plagiarism-Detector-Using-SageMaker,https://github.com/prateeksawhney97/Plagiarism-Detector-Using-SageMaker,FALSE,5/21/2020 15:12,"['sagemaker', 'sagemaker-deployment', 'plagiarism-detection', 'udacity', 'udacity-nanodegree', 'machine-learning']",6,2,1,0,1,HTML,533,0,0,1,0,6,0,0,0,
darwaishx/rekognition-notebooks,https://github.com/darwaishx/rekognition-notebooks,FALSE,10/23/2018 6:11,[],6,0,6,0,3,Jupyter Notebook,867,2,2,1,0,17,0,0,0,
PacktPublishing/Hands-On-Industrial-Internet-of-Things,https://github.com/PacktPublishing/Hands-On-Industrial-Internet-of-Things,FALSE,10/5/2018 11:41,[],48,4,35,1,4,Jupyter Notebook,164405,27,26,27,1,131,0,0,0,
omnata-labs/dbt-ml-pipeline,https://github.com/omnata-labs/dbt-ml-pipeline,FALSE,1/19/2021 4:45,[],8,1,2,0,1,Jupyter Notebook,367,0,0,2,0,10,0,0,0,
comet-ml/comet-examples,https://github.com/comet-ml/comet-examples,FALSE,11/21/2018 18:00,"['machine-learning', 'comet-ml', 'python', 'deep-learning', 'deep-learning-algorithms', 'deep-learning-python', 'machine-learning-platform', 'deep-learning-libraries']",101,9,51,0,13,Jupyter Notebook,8041,5,4,16,0,301,3,0,0,
aws-samples/sagemaker-ml-workflow-with-apache-airflow,https://github.com/aws-samples/sagemaker-ml-workflow-with-apache-airflow,FALSE,3/12/2019 23:07,[],132,8,82,0,4,Jupyter Notebook,544,1,0,2,0,24,0,0,0,
aws-samples/amazon-sagemaker-studio-audit,https://github.com/aws-samples/amazon-sagemaker-studio-audit,FALSE,11/30/2020 14:59,[],13,2,3,0,1,Python,1856,0,0,1,0,10,0,0,0,
